,Age,R,DeltaR
0,2.5,1.1315003784374247,0.3595274888738386
1,7.5,1.1724592852066764,0.24695928384065574
2,12.5,1.3206511136417558,0.16536084313259353
3,17.5,1.1813839349541368,0.05213792906446879
4,22.5,1.1142262851108424,0.05645746699649025
5,27.5,1.1681135153764521,0.07589445058857042
6,32.5,1.1309190824058541,0.08966526421361187
7,37.5,1.1713255506897053,0.10898844011557705
8,42.5,1.1924534894854146,0.11527685265387552
9,47.5,1.0706824380376712,0.10752694505324342
10,52.5,1.072643433372832,0.10387551956165558
11,57.5,0.9258466040293103,0.09739370559775327
12,62.5,0.8812415593092973,0.0964759084752426
13,67.5,0.994235775784957,0.1115698973808109
14,72.5,0.7798091615773389,0.09182765356921702
15,77.5,0.9016459579877895,0.10414873205240417
16,82.5,1.0052174793728315,0.11976541256829122
17,87.5,1.131746997309371,0.17606483470540785
18,92.5,1.0566440598994324,0.3168280418331354
19,97.5,1.05,0.9961833415591731
