,Age,R,DeltaR
0,2.5,1.087657096940644,0.16989133905602893
1,7.5,1.030056609645136,0.15909672909089959
2,12.5,1.2006067620811791,0.13979475176712441
3,17.5,1.2241087592620945,0.0641351552389498
4,22.5,1.1538491346222146,0.07572439863673057
5,27.5,1.242628051031086,0.10051938753675885
6,32.5,1.1821492933729714,0.11014516064434417
7,37.5,1.0705257741646206,0.10729451509273052
8,42.5,1.2506508382765298,0.13193995425163324
9,47.5,0.947811409863437,0.10129930169225673
10,52.5,0.8878146076909762,0.09740627265318955
11,57.5,0.9467889794949614,0.10808422736487677
12,62.5,0.8927973964429142,0.09932283537258131
13,67.5,0.8620248266861315,0.09889190083301158
14,72.5,0.8456637038174507,0.09656308144526694
15,77.5,0.8996384705363618,0.10904763450054365
16,82.5,0.9525623513628289,0.1410286215336352
17,87.5,0.9438093667912437,0.22047085731526236
18,92.5,1.3400173778309044,0.6316280739524716
19,97.5,1.0,inf
