,Age,R,DeltaR
0,2.5,1.0,2.0006249023742555
1,7.5,1.0606539190864597,0.6782571576228137
2,12.5,1.0705854886811745,0.3443051918481422
3,17.5,1.454595219941326,0.22522796889094426
4,22.5,1.1788780208494802,0.18024498674691314
5,27.5,1.0966770036058524,0.23568013009514466
6,32.5,1.6394771084892041,0.41162041460759674
7,37.5,1.761595905508924,0.4772694650669043
8,42.5,1.4203510606038148,0.4592243855043166
9,47.5,1.580816379637146,0.5766516797836583
10,52.5,0.8091680008025335,0.2777482983300721
11,57.5,0.7448371153742206,0.3906158470128324
12,62.5,1.7841726618705036,1.563324992723279
13,67.5,0.8205128205128205,1.1693230409858002
14,72.5,1.0,inf
15,77.5,1.0,inf
16,82.5,1.0,inf
17,87.5,1.0,inf
18,92.5,1.0,inf
19,97.5,1.0,inf
