,Age,R,DeltaR
0,2.5,1.0,inf
1,7.5,1.5,2.166362158088993
2,12.5,0.5769553419832818,0.28226540024534075
3,17.5,1.3850376467731005,0.241975722960422
4,22.5,0.833190265079828,0.1468765349484639
5,27.5,1.55187920017551,0.30871288961323884
6,32.5,0.85712664370527,0.1849520653479856
7,37.5,1.1902409716090427,0.2893723512830273
8,42.5,0.9199227243391725,0.22726928389800843
9,47.5,0.9483700456620859,0.2446159079115332
10,52.5,1.1816738119144201,0.27575394451773877
11,57.5,0.7073430172083061,0.17116052109281094
12,62.5,0.8327794792936634,0.20337267484719815
13,67.5,0.6704875974565123,0.17731248060689397
14,72.5,0.6656244143308384,0.17290296896430687
15,77.5,0.7701164615730746,0.2218527646802797
16,82.5,0.9945090112417705,0.3503514590449785
17,87.5,1.5816226821417196,0.8392394319798598
18,92.5,1.0269644142443797,0.7225244188665377
19,97.5,1.0,inf
