,Age,R,DeltaR
0,2.5,1.0732967325545468,0.09831754300182774
1,7.5,1.2111489245638523,0.10312555534770186
2,12.5,1.099178041861054,0.06646771485348235
3,17.5,1.325895880842852,0.0412546724605756
4,22.5,1.3777437797416376,0.049607923681709874
5,27.5,1.3173963981221728,0.05440129821149898
6,32.5,1.3391482163950963,0.058766255554608085
7,37.5,1.1865354453660781,0.056999206373259954
8,42.5,1.1440825745513894,0.058667737155580116
9,47.5,1.1645921838629003,0.06582885569811296
10,52.5,1.097690840440053,0.06763140307751886
11,57.5,0.9853121126382841,0.06874658201537315
12,62.5,1.0922011090581263,0.0829908685699082
13,67.5,1.0494296723782663,0.08976553095849109
14,72.5,0.8589943341535882,0.08258146612943638
15,77.5,0.9440393402849168,0.10256844776788414
16,82.5,0.9307611731212472,0.13566798591883053
17,87.5,0.9912952451609048,0.2402279555772022
18,92.5,0.6090633520426153,0.327243195510945
19,97.5,1.0,inf
