,Control Age,Subject Age,Control Sex,A,B,C,D,r1,r2,R,DeltaR
0,"(15, 24]","(15, 22]",Deployed,38,44,72,85,0.864,0.847,1.020,0.283
1,"(15, 24]","(15, 22]",Deployed,39,31,169,145,1.258,1.166,1.079,0.292
11,"(24, 34]","(15, 22]",Deployed,2,3,10,9,0.667,1.111,0.600,0.614
12,"(24, 34]","(15, 22]",Deployed,9,9,20,26,1.000,0.769,1.300,0.728
21,"(34, 54]","(15, 22]",Deployed,1,2,3,4,0.500,0.750,0.667,0.963
