,Age,R,DeltaR
0,2.5,1.1274050658518482,0.5725325150749804
1,7.5,1.1100277981684252,0.38646995818355584
2,12.5,1.3729151043230836,0.26947410883143363
3,17.5,1.189444214850651,0.07461076654218773
4,22.5,1.1179544815766447,0.0774324414189945
5,27.5,1.2302970431565492,0.111577907118019
6,32.5,1.0765752149957502,0.122501666156982
7,37.5,1.2626846167670274,0.17677122723568112
8,42.5,1.1506086933282336,0.157436641918121
9,47.5,1.1451907454056898,0.1733192154888335
10,52.5,1.0227186491785076,0.1438618460136162
11,57.5,0.940141060726479,0.1371673728612441
12,62.5,0.8093371417511956,0.116675661590443
13,67.5,1.086007123471665,0.1661619728004497
14,72.5,0.7329252571466511,0.11025743172089542
15,77.5,0.8489327962760278,0.12731284425006031
16,82.5,0.9261214843873086,0.14601597459694635
17,87.5,1.2049412713773602,0.24348537360013073
18,92.5,0.9790241504857528,0.3934397496645105
19,97.5,1.0666666666666667,1.348535556872027
