,Age,R,DeltaR
0,2.5,1.0,inf
1,7.5,1.2188180972922527,0.7751522633645834
2,12.5,1.2424146309572643,0.3978723491186043
3,17.5,1.2309585105095686,0.11984238069913197
4,22.5,1.3779919711913793,0.1563313690012583
5,27.5,1.1695689034744743,0.17055920356283172
6,32.5,1.1333664996226827,0.18758615419871472
7,37.5,1.1844949081148322,0.23414595774293903
8,42.5,1.0771565226036364,0.21540425153259374
9,47.5,0.928411821180587,0.18569502679638528
10,52.5,0.8589018492622859,0.17394436431721932
11,57.5,0.8001008737468719,0.1789585102685055
12,62.5,0.7724797490100603,0.188105178000674
13,67.5,0.8427889939276955,0.23687060142471145
14,72.5,0.7173168936288473,0.18586889589958705
15,77.5,0.681039486743605,0.21616485744369854
16,82.5,0.6748883855079965,0.2062442565405503
17,87.5,0.8192894261337822,0.4628006891277675
18,92.5,3.4827283398529505,3.6548739941275494
19,97.5,1.0,inf
