,Age,R,DeltaR
0,3.0,0.601745622843722,0.6223256182295458
1,8.0,1.185937336972431,0.65689565164305
2,13.0,1.1073591816667916,0.2730831895513383
3,18.0,1.0976470968344438,0.07915720688820282
4,23.0,1.0427884393513493,0.08568281505969894
5,28.0,1.0812950469650608,0.11669309695568438
6,33.0,1.0018551646063132,0.12769299910313386
7,38.0,1.2927815358862393,0.20081307989165054
8,43.0,1.2480544773820497,0.2072364278326667
9,48.0,1.2588725463449304,0.20835172194072238
10,53.0,1.0857053076861174,0.18340961381744342
11,58.0,0.9092352497064429,0.1654316034284923
12,63.0,0.7382090144357595,0.1314374627619102
13,68.0,0.9686169341399815,0.17203334840590098
14,73.0,0.7578522210142703,0.14574366054222243
15,78.0,0.8441476198551894,0.1879778671822915
16,83.0,1.0500996370309108,0.20368732098108117
17,88.0,1.1244902719477667,0.3058606963100103
18,93.0,0.5199029081940282,0.2831265547692703
