,Age,R,DeltaR
0,2.5,1.0221523944615347,0.27396064617133914
1,7.5,1.1715964491776238,0.21997141484002192
2,12.5,1.1324927071238438,0.12344934028255825
3,17.5,1.1970253440263514,0.04708638819938426
4,22.5,1.1993271973035255,0.05714753108232306
5,27.5,1.1656904598586573,0.07475303616619065
6,32.5,1.1328419777000076,0.08967328670962493
7,37.5,1.113486495533559,0.09651138355618771
8,42.5,1.1295825893117162,0.10154835823939098
9,47.5,1.0408922646089587,0.10288197613124872
10,52.5,0.969337609686643,0.09889749995231
11,57.5,0.9080802322983198,0.10015944643058033
12,62.5,0.7468226717475546,0.08553484620928954
13,67.5,0.8959322608321635,0.10557425300682265
14,72.5,0.6826429509608138,0.07233560944425022
15,77.5,0.84235239644388,0.08303097615071979
16,82.5,0.9119960763299224,0.09736092200289757
17,87.5,0.8033485030023926,0.1119754774898062
18,92.5,1.2489358186127422,0.3572968766458338
19,97.5,1.15,1.4754003693913051
