,Age,R,DeltaR
0,2.5,1.041367710491084,0.04620216032741773
1,7.5,1.11752925966669,0.051183225652304015
2,12.5,1.0924657253454086,0.03507396151605821
3,17.5,1.2922666188353007,0.02240981380306847
4,22.5,1.2825922103136498,0.025884685353259083
5,27.5,1.3018433661817164,0.03151888587645048
6,32.5,1.2847662030552893,0.03579182880605397
7,37.5,1.2063052637663618,0.03840932109913058
8,42.5,1.1663815558881276,0.042082989999062605
9,47.5,1.1265021290406922,0.04413779080179387
10,52.5,1.119740192993234,0.045639668869252914
11,57.5,1.0312186410663462,0.04423036523382355
12,62.5,0.9471924922624467,0.04027131062171575
13,67.5,0.9417495050742741,0.040336805641126176
14,72.5,0.926984868073261,0.040600593049395235
15,77.5,0.9052100610723848,0.044170091030727755
16,82.5,0.9689215816595582,0.062181227305045786
17,87.5,1.022435265189288,0.10566894139495159
18,92.5,1.2243631585880033,0.2521510916148682
19,97.5,1.8891087909676998,1.0486926734138777
