,Age,R,DeltaR
0,2.5,0.7987077045029409,0.7194852866774362
1,7.5,0.7784930116320007,0.3952040758219087
2,12.5,1.6327131716756818,0.43150048004889385
3,17.5,1.1100801610768554,0.08188968275080005
4,22.5,1.1186449095668307,0.08973292278456421
5,27.5,1.15925829573368,0.12787787289113095
6,32.5,0.9664711408108366,0.12567738856975916
7,37.5,1.565039535348665,0.25291601225085186
8,42.5,1.2183635127731016,0.197572560432256
9,47.5,1.1751267897553668,0.19287372232769126
10,52.5,1.0855123627230698,0.18269921906359865
11,57.5,1.0542702779886335,0.16867967013138713
12,62.5,0.6934299004356738,0.11079957745702604
13,67.5,1.0697643180974394,0.17942005808626982
14,72.5,0.6918314090167551,0.12506433444247392
15,77.5,0.910651342798658,0.16604392206330443
16,82.5,1.2429906070260157,0.22686019355152157
17,87.5,1.0401864748659049,0.2453404988078634
18,92.5,0.682148450588287,0.3277875119189487
19,97.5,2.3999999999999995,3.6285534307765115
