,Age,R,DeltaR
0,2.5,1.0,inf
1,7.5,1.0,inf
2,12.5,1.7724528431522792,0.9610986571327885
3,17.5,1.1632479575067618,0.16521566563175838
4,22.5,1.1670645071885595,0.19373569127978132
5,27.5,1.0813682904542274,0.2601928994339058
6,32.5,0.9643677654217996,0.3050920798715864
7,37.5,1.1925916049795955,0.43423146526683704
8,42.5,1.2618470005276405,0.4302926055705847
9,47.5,1.1440039992635898,0.4680788588757101
10,52.5,0.7496218698331271,0.2671366011845263
11,57.5,0.7864592084798503,0.31006530763608503
12,62.5,0.4836885673779568,0.23179049499637405
13,67.5,1.0125549475277016,0.39886827707992084
14,72.5,0.7699461778703184,0.27416430466899616
15,77.5,0.6526397595318819,0.23975043702553125
16,82.5,0.8375003939215346,0.3503530439173654
17,87.5,0.4568559635709138,0.2604662133382363
18,92.5,1.4222717410099666,1.4596337728007023
19,97.5,1.0,inf
