,Age,R,DeltaR
0,2.5,1.1497691018529617,0.18191174581749375
1,7.5,0.9825856806574652,0.1228714122064115
2,12.5,1.118771496703966,0.08722364022132109
3,17.5,1.2228465902547097,0.039603460061561915
4,22.5,1.2037093089016755,0.05121816199286785
5,27.5,1.1790756511183804,0.06522995365293359
6,32.5,1.1381494665089558,0.07216105258255327
7,37.5,1.208838180670321,0.08404952610240693
8,42.5,1.1576020139682974,0.08078646972087418
9,47.5,1.0789561158020515,0.0804506418352503
10,52.5,1.0021084400638847,0.0773195872533349
11,57.5,1.0110166316657276,0.08705624626230474
12,62.5,0.8631972229072594,0.07734785708439966
13,67.5,0.9552476809262471,0.08698398907128647
14,72.5,0.930247127194042,0.08183179701708843
15,77.5,0.9225746472346927,0.08471910402429192
16,82.5,1.0370461581323018,0.10708798948211837
17,87.5,1.0771713817852024,0.1519856323998341
18,92.5,1.3444658578339874,0.39633771725999906
19,97.5,1.7142857142857142,1.5248380882360186
