,Age,R,DeltaR
0,2.5,0.981595533360888,0.11881711061292831
1,7.5,1.0161434293688882,0.09529784957794966
2,12.5,1.0624480865352628,0.06395938741147633
3,17.5,1.2449702480061038,0.03298944910705098
4,22.5,1.221617716379728,0.04105837207094248
5,27.5,1.1913828806564795,0.049576893242114124
6,32.5,1.1921984406387032,0.05422610218531241
7,37.5,1.161809712116374,0.05632030198202396
8,42.5,1.137730190660896,0.05604796473146852
9,47.5,1.0678611566324994,0.05524609049626056
10,52.5,1.0029633138663943,0.0550344834205032
11,57.5,0.967004825748098,0.05885452879450439
12,62.5,0.9557679889673878,0.06167705609149454
13,67.5,0.9072632255060705,0.06236231946204354
14,72.5,0.8356802176637753,0.05898254517504989
15,77.5,0.8842533853435012,0.06703221371132698
16,82.5,0.9719423570764363,0.08611796922494783
17,87.5,1.1184925572303923,0.1395345724922045
18,92.5,1.3324531296986302,0.3327358324000729
19,97.5,1.515519212617848,1.183939079122948
