,Age,R,DeltaR
0,2.5,0.9197534738706172,0.15686687263421573
1,7.5,1.0592205851372503,0.1382539666535186
2,12.5,0.9401355618914949,0.08161272355619342
3,17.5,1.3136654311635103,0.05248320965563946
4,22.5,1.261977747868403,0.058666177222635674
5,27.5,1.3082909536575322,0.07131705302196033
6,32.5,1.3283409805539386,0.07490356132326471
7,37.5,1.1367913864207688,0.06730101484962649
8,42.5,1.1428260507170633,0.06974622225784481
9,47.5,1.0885830873207614,0.06965281765750193
10,52.5,1.0246786314523149,0.0712645031280419
11,57.5,0.8742611634854647,0.06723245373728812
12,62.5,1.0063712118897803,0.08390609332916966
13,67.5,0.9255721593650676,0.08660958051783987
14,72.5,0.6857807186922391,0.07181891940672998
15,77.5,0.8860352941214791,0.10062144830941272
16,82.5,0.8949160161688821,0.12907775942180538
17,87.5,1.3937398432729875,0.3397428660322177
18,92.5,1.4872563887797183,0.6763956725997728
19,97.5,1.0,1.5819292019556372
