,Age,R,DeltaR
0,2.5,1.1448791692143532,0.09338143752464682
1,7.5,1.0462376438565177,0.08748445952551002
2,12.5,1.1485683700954035,0.06091887272680323
3,17.5,1.2916253822892134,0.029353733248566504
4,22.5,1.24771127927108,0.03196048733432293
5,27.5,1.2552634019323552,0.038964570737006
6,32.5,1.2918295722955637,0.0461696373816401
7,37.5,1.2005691183407312,0.04690393638168508
8,42.5,1.1784397452195128,0.049342516475127544
9,47.5,1.0966499811814916,0.04864897104749737
10,52.5,1.0584648047952832,0.047788479022052334
11,57.5,0.9926869812368869,0.04688625303367137
12,62.5,0.8376276159944606,0.03920470387382031
13,67.5,0.9259511576268952,0.04283153482012423
14,72.5,0.8730692175092063,0.039429847526507904
15,77.5,0.869342661747875,0.04139889746209406
16,82.5,1.0189653338023181,0.05794261808129545
17,87.5,0.9311834587164097,0.0764680474516591
18,92.5,1.2160466057128103,0.19495121515462907
19,97.5,1.3747799101611347,0.6748672063488634
