,Age,R,DeltaR
0,2.5,1.0399017464591693,0.046591148450444
1,7.5,1.0635654417881166,0.047720978867296246
2,12.5,1.0745432614343493,0.033991502452733545
3,17.5,1.261347124078914,0.022125427781975734
4,22.5,1.2184174308975377,0.024352294281743098
5,27.5,1.255828362864696,0.030084704410776836
6,32.5,1.2407103774118406,0.03399962966426857
7,37.5,1.1931510943479304,0.03615719107404586
8,42.5,1.1721104775951987,0.03857522315595951
9,47.5,1.0978979827497148,0.03853709723154364
10,52.5,1.0851791021339323,0.03926699894657701
11,57.5,1.0367993093225456,0.03954446160776162
12,62.5,0.9089727057113036,0.03477582740101434
13,67.5,0.9253557155479283,0.03556135991340583
14,72.5,0.8901866600559435,0.03427271145933334
15,77.5,0.8734888528793591,0.036026984445096784
16,82.5,0.9668940801791963,0.04771261969753679
17,87.5,0.9333204249461373,0.06694003758984302
18,92.5,1.2532984483760383,0.17507082773884972
19,97.5,1.5805298802006473,0.6585898434030047
