,Age,R,DeltaR
0,2.5,0.9896454757197047,0.1420854529126818
1,7.5,0.9893440364267672,0.10794275374146221
2,12.5,1.148191740089791,0.07437193632846859
3,17.5,1.2274995623389768,0.03135317375416551
4,22.5,1.2171685125729816,0.039460759228965386
5,27.5,1.1815669268406248,0.05025728552448485
6,32.5,1.1387139040354741,0.05690969422177155
7,37.5,1.2139507256919506,0.0659319131031336
8,42.5,1.171164341373388,0.0653837491142106
9,47.5,1.0677886771912957,0.0639633070413454
10,52.5,1.0357571043325442,0.06394636326921514
11,57.5,0.9818768791388383,0.06702996304375565
12,62.5,0.7920826869802813,0.05646457426390687
13,67.5,0.9104300414533542,0.06602265300872603
14,72.5,0.8110668859901117,0.05456384119070214
15,77.5,0.8703051946923365,0.058430634603273926
16,82.5,0.9546528585110192,0.07104971938489699
17,87.5,0.9006386773088324,0.09114823547381287
18,92.5,1.1416801296254804,0.23961168143722947
19,97.5,1.7516743295852588,1.4592009986683798
